"X","Y","DateTime"
"329.9","327.4","237274093434"
"329.9","327.4","237274101848"
"319.7","322.9","237274110214"
"309.3","314.9","237274118444"
"309.3","314.9","237274126809"
"286.2","287.4","237274135135"
"289.0","288.7","237274143593"
"288.9","288.3","237274151943"
"319.8","319.3","237274160193"
"332.5","319.9","237274168506"
"304.4","303.9","237274176986"
"301.2","298.9","237274185253"
"299.3","299.8","237274193618"
"297.8","292.9","237274201870"
"329.4","310.4","237274210310"
"332.2","293.9","237274218598"
"332.2","293.9","237274226874"
"298.5","288.9","237274235215"
"293.2","292.1","237274243573"
"283.7","291.2","237274251765"
"274.1","278.9","237274260207"
"278.0","273.8","237274276873"
"278.6","275.1","237274285171"
"246.5","261.4","237274301862"
"240.6","257.6","237274310230"
"249.3","267.7","237274326830"
"251.6","275.8","237274335197"
"297.0","271.5","237274351892"
"353.2","271.6","237274360199"
"363.1","274.3","237274376840"
"358.1","261.9","237274385164"
"367.7","261.3","237274401829"
"362.7","257.7","237274410149"
"378.9","263.5","237274418474"
"375.8","268.9","237274426823"
"375.7","267.6","237274435218"
"391.6","277.1","237274451834"
"394.4","281.8","237274460133"
"379.3","289.1","237274476869"
"342.3","238.2","237274485194"
"348.5","263.1","237274501840"
"339.9","270.1","237274510066"
"343.7","238.2","237274526912"
"346.4","238.1","237274535082"
"358.5","276.4","237274551903"
"189.7","188.3","237274560294"
"162.4","188.7","237274568403"
"134.3","196.8","237274576867"
"133.4","199.5","237274585049"
"141.0","201.8","237274593624"
"146.1","208.0","237274601818"
"146.0","210.0","237274610123"
"165.2","220.8","237274618556"
"170.3","223.8","237274626807"
"175.8","229.3","237274635138"
"176.2","234.7","237274643501"
"179.4","241.7","237274651847"
"186.2","246.8","237274660233"
"200.8","253.2","237274668676"
"216.1","258.9","237274676981"
"220.1","263.7","237274685131"
"229.9","269.3","237274693503"
"227.5","270.2","237274701792"
"230.7","273.1","237274710084"
"228.5","274.2","237274718484"
"203.6","276.8","237274726824"
"186.8","282.3","237274735168"
"161.9","272.6","237274743599"
"170.9","279.5","237274751765"
"169.1","281.3","237274760303"
"158.4","278.9","237274776748"
"163.7","276.6","237274785020"
"177.8","294.2","237274801667"
"184.1","306.7","237274810134"
"187.8","318.0","237274826693"
"189.7","313.2","237274835155"
"189.1","295.9","237274851849"
"191.2","301.2","237274860091"
"182.7","308.8","237274876958"
"173.6","298.5","237274885191"
"178.4","297.8","237274901813"
"181.3","306.1","237274910091"
"170.7","304.3","237274926953"
"181.9","301.5","237274935232"
"189.3","302.7","237274951871"
